"Standard deviation"	"Proportion of Variance"	"Cumulative Proportion"
"1"	132.090096542107	0.483867366909183	0.483867366909183
"2"	65.8369109328342	0.120205602421293	0.604072969330476
"3"	55.051047268196	0.0840459883244091	0.688118957654885
"4"	50.3264878811071	0.0702391205277384	0.758358078182623
"5"	42.2734111815727	0.0495587570879488	0.807916835270572
"6"	30.1405266324069	0.0251934411056576	0.83311027637623
"7"	28.3829338416612	0.0223408857655592	0.855451162141789
"8"	25.948397895113	0.0186726912276954	0.874123853369484
"9"	24.8492784087267	0.0171243218557951	0.89124817522528
"10"	20.3454088848083	0.0114793860883329	0.902727561313612
"11"	18.2382708938126	0.00922471892424147	0.911952280237854
"12"	17.1469027821707	0.00815374620125284	0.920106026439107
"13"	15.1023743411355	0.0063252293852972	0.926431255824404
"14"	13.1684268636728	0.00480898707932197	0.931240242903726
"15"	12.142054173028	0.00408855788228498	0.935328800786011
"16"	11.4586021907318	0.00364123830377381	0.938970039089785
"17"	10.8791353655267	0.00328227208556023	0.942252311175345
"18"	10.664800159471	0.00315421477647225	0.945406525951817
"19"	10.3288222584887	0.00295860799260499	0.948365133944422
"20"	9.47899355279214	0.00249178331735949	0.950856917261782
"21"	8.7085571966296	0.00210318867837092	0.952960105940153
"22"	8.56978798137604	0.00203669488701747	0.95499680082717
"23"	7.77265289234804	0.0016754225843188	0.956672223411489
"24"	7.28552112088999	0.00147199746213773	0.958144220873627
"25"	7.1906807676745	0.00143392301444992	0.959578143888076
"26"	6.90445043313036	0.00132203834090605	0.960900182228983
"27"	6.81321785081203	0.00128733142028967	0.962187513649272
"28"	6.50285582463222	0.00117271928969934	0.963360232938972
"29"	6.40525358019803	0.00113778046751354	0.964498013406485
"30"	6.26327172588174	0.00108789836790441	0.965585911774389
"31"	6.09593572092174	0.00103054408737117	0.966616455861761
"32"	5.98086933169693	0.000992006337010382	0.967608462198771
"33"	5.78973280720479	0.000929614441045091	0.968538076639816
"34"	5.73204841815429	0.000911182811202643	0.969449259451019
"35"	5.61545827149117	0.0008744927772054	0.970323752228224
"36"	5.54616452939017	0.000853043770981562	0.971176795999206
"37"	5.42903641589855	0.000817393778134361	0.97199418977734
"38"	5.39589764122859	0.00080744550905336	0.972801635286393
"39"	5.30623512308164	0.000780834148197946	0.973582469434591
"40"	5.2425582934869	0.00076220598484527	0.974344675419437
"41"	5.2137881852259	0.000753863272303051	0.97509853869174
"42"	5.13512524531027	0.000731287077402895	0.975829825769143
"43"	5.04443846602099	0.0007056859576363	0.976535511726779
"44"	5.02094881003549	0.000699129142126667	0.977234640868906
"45"	4.94880617224594	0.000679182843311703	0.977913823712217
"46"	4.90336703395706	0.000666767808454096	0.978580591520671
"47"	4.81012347440004	0.000641650101888811	0.97922224162256
"48"	4.78846487621676	0.000635884780408008	0.979858126402968
"49"	4.73948827791093	0.000622943595308971	0.980481069998277
"50"	4.66965470366497	0.000604721422661963	0.981085791420939
"51"	4.63028025467433	0.000594566415860629	0.9816803578368
"52"	4.59554755083356	0.000585679936105699	0.982266037772905
"53"	4.57390690859911	0.000580176936758301	0.982846214709664
"54"	4.54786891188874	0.000573590162484442	0.983419804872148
"55"	4.52342750492679	0.000567441489741467	0.98398724636189
"56"	4.48987445429537	0.000559054584211643	0.984546300946101
"57"	4.43156009735721	0.000544626920773826	0.985090927866875
"58"	4.42127668469327	0.000542102245425963	0.985633030112301
"59"	4.36904448709121	0.000529369300521437	0.986162399412823
"60"	4.32817198794236	0.000519511108087008	0.98668191052091
"61"	4.24292626056773	0.00049924852016701	0.987181159041077
