"Standard deviation"	"Proportion of Variance"	"Cumulative Proportion"
"1"	280.096546708878	0.353095898935223	0.353095898935223
"2"	228.642716176312	0.23528373509489	0.588379634030113
"3"	147.469845083265	0.0978776677965414	0.686257301826654
"4"	123.829953486832	0.0690126309299502	0.755269932756604
"5"	115.209728470512	0.0597386591657171	0.815008591922321
"6"	81.9620684186792	0.0302345134570165	0.845243105379338
"7"	79.4181591568239	0.0283868234731028	0.873629928852441
"8"	62.0343473844665	0.0173197492410695	0.89094967809351
"9"	59.3200346447277	0.0158372567147899	0.9067869348083
"10"	53.6821888305394	0.0129699288984971	0.919756863706797
"11"	50.2126623051013	0.0113475906706256	0.931104454377423
"12"	43.1765911227939	0.00839023000294607	0.939494684380369
"13"	38.156680833424	0.00655267069782973	0.946047355078198
"14"	32.9075738082427	0.00487381334309988	0.950921168421298
"15"	28.7652980603836	0.00372404501047209	0.95464521343177
"16"	27.608002472758	0.00343041872955201	0.958075632161323
"17"	26.9744030606058	0.00327477035059919	0.961350402511922
"18"	26.2840792737736	0.00310930053254052	0.964459703044462
"19"	23.1375755950907	0.00240942196888462	0.966869125013347
"20"	22.2421977474864	0.00222655055096648	0.969095675564313
"21"	21.7158141472136	0.0021224105549165	0.97121808611923
"22"	19.8066191622294	0.00176562254957902	0.972983708668809
"23"	19.2790086851869	0.00167280979375498	0.974656518462564
"24"	17.7883674697989	0.00142412906306	0.976080647525624
"25"	17.0334905601873	0.00130582347835778	0.977386471003982
"26"	16.4075299612083	0.00121161202916561	0.978598083033147
"27"	16.2667777628616	0.00119091353525131	0.979788996568398
"28"	15.8259712007175	0.00112724393332646	0.980916240501725
"29"	15.4956000159402	0.00108067215032643	0.981996912652051
"30"	14.815801627904	0.000987932956951019	0.982984845609002
"31"	14.3586001895603	0.000927900417812652	0.983912746026815
"32"	13.4768595766289	0.000817437526011723	0.984730183552827
"33"	12.8473355571675	0.000742853714925254	0.985473037267752
"34"	12.4850274796476	0.000701546027284728	0.986174583295037
"35"	12.2137708149008	0.000671392827480227	0.986845976122517
"36"	11.6766180460362	0.000613636681954603	0.987459612804472
"37"	10.8174083960025	0.000526651853384712	0.987986264657856
"38"	10.6571291583737	0.000511160896229276	0.988497425554086
"39"	10.3399622414867	0.000481188312385801	0.988978613866471
"40"	10.2922100572046	0.00047675411152111	0.989455367977992
"41"	10.1680718354632	0.00046532284639908	0.989920690824392
"42"	9.68248378360946	0.000421940021907123	0.990342630846299
"43"	9.53082718035548	0.000408825855176544	0.990751456701475
"44"	9.33145666900736	0.000391900711529879	0.991143357413005
"45"	9.07442507647002	0.000370608523192918	0.991513965936198
"46"	8.92789086153146	0.000358735957380535	0.991872701893579
"47"	8.85348306373886	0.000352781243065367	0.992225483136644
"48"	8.56212317948442	0.000329943903078701	0.992555427039723
"49"	8.41437439798208	0.000318655066964182	0.992874082106687
"50"	8.39164938938976	0.000316936184446484	0.993191018291133
"51"	8.26143240076014	0.000307176417949223	0.993498194709083
"52"	7.97832391101529	0.000286484079863892	0.993784678788946
"53"	7.77443467080932	0.000272028747245605	0.994056707536192
"54"	7.71238989850043	0.000267704159250084	0.994324411695442
"55"	7.536606491401	0.000255640021039173	0.994580051716481
"56"	7.38537126544534	0.000245483230123342	0.994825534946605
"57"	7.23175312636041	0.000235377176294504	0.995060912122899
"58"	7.05075562655205	0.000223742501752905	0.995284654624652
"59"	6.96436877146994	0.000218293439303683	0.995502948063956
"60"	6.81485843428932	0.000209021443066575	0.995711969507022
"61"	6.67952049997839	0.000200801863395849	0.995912771370418
"62"	6.58737938315851	0.000195300123073002	0.996108071493491
"63"	6.47539161111429	0.000188716225250261	0.996296787718741
"64"	6.36426210424567	0.000182294379605219	0.996479082098347
"65"	6.16401958760323	0.000171003572989687	0.996650085671336
"66"	6.02724964861136	0.000163499159763887	0.9968135848311
"67"	5.9830904309825	0.000161112151955123	0.996974696983055
"68"	5.96082811610606	0.000159915427079385	0.997134612410135
"69"	5.90179603233769	0.000156763718538016	0.997291376128673
"70"	5.79511760620683	0.00015114774506615	0.997442523873739
"71"	5.69614049444018	0.000146028811180791	0.99758855268492
"72"	5.68539435906395	0.000145478345428007	0.997734031030348
"73"	5.54657946622272	0.00013846105729233	0.99787249208764
"74"	5.49456992278679	0.000135876569460014	0.9980083686571
"75"	5.40363578685946	0.000131416320402691	0.998139784977503
"76"	5.30429480500378	0.000126628794242553	0.998266413771745
"77"	5.25116441428513	0.000124104748005008	0.99839051851975
"78"	5.20816282615627	0.000122080492119581	0.99851259901187
"79"	5.05518065213002	0.000115013951554445	0.998627612963424
"80"	4.96941224326031	0.000111144305327179	0.998738757268751
"81"	4.95807236701251	0.000110637635896863	0.998849394904648
"82"	4.87247927163076	0.000106850649145327	0.998956245553794
"83"	4.76139003643809	0.000102033945885762	0.999058279499679
"84"	4.67438642043247	9.83391358812043e-05	0.999156618635561
"85"	4.56551970346526	9.38118298778424e-05	0.999250430465438
"86"	4.50462500728912	9.13260031768319e-05	0.999341756468615
"87"	4.39445481207903	8.69134862377012e-05	0.999428669954853
"88"	4.32522156977102	8.41964701974231e-05	0.99951286642505
"89"	4.17833173428706	7.85747484324967e-05	0.999591441173483
"90"	4.08016934416459	7.49261714107977e-05	0.999666367344894
"91"	3.98869291953156	7.16041789048679e-05	0.999737971523799
"92"	3.88161774829611	6.78113974581005e-05	0.999805782921257
"93"	3.65671285551623	6.01809281791791e-05	0.999865963849436
"94"	3.47400972482028	5.43174313537753e-05	0.99992028128079
"95"	3.24755998454836	4.74669719272145e-05	0.999967748252717
"96"	2.676936330253	3.22517472831687e-05	1
"97"	5.62832491522307e-13	1.42572408370988e-30	1
