DNase
PC1
17079000,2.0
25339000,2.0
26739000,2.0
27304000,2.0
27509000,2.0
27759000,2.0
28939000,2.0
29909000,2.0
30499000,2.0
30514000,2.0
30589000,2.0
30714000,2.0
31599000,2.0
32654000,2.0
34574000,2.0
35024000,2.0
35054000,2.0
35134000,2.0
35319000,2.0
35349000,2.0
35899000,2.0
36164000,2.0
36204000,1.0
36209000,1.0
36399000,2.0
36419000,3.0
36589000,2.0
36624000,1.0
36629000,2.0
36934000,2.0
38279000,2.0
38429000,2.0
38709000,2.0
39649000,2.0
39659000,2.0
39694000,2.0
40144000,2.0
40179000,2.0
40279000,2.0
42734000,2.0
43029000,2.0
43034000,2.0
43049000,2.0
43059000,2.0
43459000,2.0
43479000,2.0
43644000,2.0
43649000,1.0
43654000,1.0
44359000,2.0
44579000,2.0
44749000,1.0
44754000,1.0
44914000,2.0
44929000,2.0
45004000,2.0
45559000,2.0
45579000,2.0
45614000,2.0
46379000,2.0
46644000,2.0
46714000,2.0
46784000,2.0
46844000,2.0
47114000,1.0
47119000,1.0
47294000,2.0
47469000,2.0
47479000,2.0
PC2
15906000,2.0
19191000,2.0
25341000,2.0
26946000,2.0
30256000,2.0
30361000,2.0
30396000,3.0
30566000,2.0
30671000,2.0
32726000,2.0
33981000,2.0
34141000,2.0
34586000,2.0
34751000,3.0
34756000,1.0
34851000,2.0
35316000,2.0
35321000,2.0
35346000,4.0
36176000,2.0
36181000,1.0
36206000,2.0
36256000,2.0
36261000,1.0
36396000,2.0
36416000,2.0
36421000,5.0
37301000,2.0
37431000,2.0
37441000,2.0
37526000,2.0
37666000,1.0
37671000,1.0
37801000,2.0
38441000,2.0
38591000,2.0
38636000,2.0
38936000,3.0
39616000,2.0
39646000,2.0
39661000,2.0
40181000,2.0
40201000,2.0
40356000,2.0
40551000,1.0
40556000,1.0
42731000,3.0
43426000,2.0
43456000,1.0
43461000,1.0
43481000,2.0
43606000,2.0
43636000,2.0
43646000,2.0
43651000,2.0
43831000,2.0
43841000,2.0
44296000,2.0
44391000,2.0
44781000,2.0
44846000,2.0
44911000,2.0
45146000,2.0
45526000,2.0
45551000,2.0
45561000,4.0
45576000,2.0
45616000,2.0
45756000,2.0
46291000,2.0
46341000,2.0
46646000,2.0
47061000,2.0
47476000,1.0
47481000,1.0
47646000,2.0
PC3
16596500,2.0
17441500,2.0
17791500,2.0
17906500,3.0
27761500,2.0
28216500,2.0
29481500,2.0
30006500,2.0
31516500,2.0
32726500,3.0
33626500,2.0
33891500,2.0
35026500,2.0
35051500,2.0
35316500,2.0
35501500,2.0
36176500,2.0
36506500,1.0
36511500,1.0
36576500,2.0
36586500,2.0
38441500,2.0
39001500,2.0
39646500,2.0
39846500,2.0
39851500,2.0
40016500,2.0
40156500,2.0
40181500,2.0
40271500,2.0
40416500,2.0
43046500,2.0
43051500,2.0
43096500,3.0
43186500,2.0
43201500,2.0
43206500,2.0
44371500,2.0
44926500,2.0
44936500,2.0
44941500,2.0
45611500,2.0
46376500,2.0
46431500,2.0
46711500,2.0
46726500,2.0
46781500,2.0
47391500,5.0
47396500,2.0
47466500,2.0
47476500,2.0
H3K27ac
PC1
15755000,2.0
15905000,2.0
15915000,2.0
19155000,2.0
19165000,2.0
26945000,2.0
28215000,2.0
30370000,1.0
30375000,2.0
30390000,2.0
30395000,3.0
30445000,2.0
34140000,1.0
34145000,1.0
34585000,3.0
34600000,2.0
34695000,2.0
34850000,2.0
34910000,1.0
34915000,3.0
35300000,2.0
35305000,1.0
35320000,7.0
36305000,2.0
36395000,3.0
36400000,1.0
36415000,3.0
36420000,5.0
37670000,3.0
38640000,2.0
38935000,3.0
42730000,3.0
42735000,1.0
43345000,2.0
43430000,2.0
43480000,5.0
43605000,2.0
43650000,3.0
43655000,1.0
43825000,2.0
43830000,1.0
43835000,2.0
44200000,2.0
44310000,2.0
44525000,2.0
44595000,3.0
44815000,1.0
44820000,1.0
45500000,2.0
45555000,1.0
45560000,6.0
45565000,2.0
45570000,2.0
45575000,9.0
45580000,1.0
45755000,1.0
