"Standard deviation"	"Proportion of Variance"	"Cumulative Proportion"
"1"	178.766107721458	0.332127637392225	0.332127637392225
"2"	108.140581504182	0.121537989690943	0.453665627083168
"3"	73.743329108415	0.0565171335272498	0.510182760610417
"4"	69.4666904937915	0.0501519547719829	0.5603347153824
"5"	60.7460824758885	0.0383505148219437	0.598685230204344
"6"	52.4305682520553	0.0285695747997653	0.627254805004109
"7"	47.8247045067626	0.023770550417368	0.651025355421477
"8"	44.2533738206524	0.0203529525515526	0.67137830797303
"9"	41.6448208405677	0.0180242268015274	0.689402534774557
"10"	37.6291329605599	0.0147157726809757	0.704118307455533
"11"	35.6148548803424	0.0131824764929104	0.717300783948444
"12"	34.4072831021613	0.0123036908176291	0.729604474766073
"13"	33.2979833575947	0.0115231313207509	0.741127606086823
"14"	32.2235641669418	0.0107914995595615	0.751919105646385
"15"	30.262015038648	0.00951766321138383	0.761436768857769
"16"	28.6141669333064	0.00850935927340592	0.769946128131175
"17"	28.2523301634229	0.0082955119482753	0.77824164007945
"18"	27.3481295320321	0.00777302212534612	0.786014662204796
"19"	25.8492837439505	0.0069443511751742	0.79295901337997
"20"	25.3539132633715	0.00668074119483022	0.799639754574801
"21"	24.8596216328154	0.00642278931331055	0.806062543888111
"22"	24.197381776611	0.00608515157808212	0.812147695466193
"23"	23.8644981364307	0.00591887623470903	0.818066571700902
"24"	22.5263736256562	0.00527372177013776	0.82334029347104
"25"	21.854120664693	0.00496365194374309	0.828303945414783
"26"	21.5894181335182	0.00484413817651095	0.833148083591294
"27"	21.3134504876513	0.00472108887642444	0.837869172467719
"28"	20.7228736333517	0.00446307931431991	0.842332251782038
"29"	20.3729684975868	0.00431363381213531	0.846645885594174
"30"	20.1485794818354	0.00421913588792181	0.850865021482096
"31"	19.9036772637891	0.00411719360445928	0.854982215086555
"32"	19.7442442244872	0.00405149844103299	0.859033713527588
"33"	19.3031819833033	0.00387250919435174	0.86290622272194
"34"	18.7575174943324	0.00365666662388468	0.866562889345824
"35"	18.6859810278439	0.00362882859044835	0.870191717936273
"36"	18.550479078642	0.0035763902935682	0.873768108229841
"37"	18.2846435513482	0.00347462263354665	0.877242730863387
"38"	18.1218129368054	0.00341301292991651	0.880655743793304
"39"	17.8699464412752	0.00331880051770986	0.883974544311014
"40"	17.6974985286977	0.00325505564511803	0.887229599956132
"41"	17.3971089294944	0.00314549365105688	0.890375093607189
"42"	17.1912906487859	0.00307150773405771	0.893446601341246
"43"	16.9685193015357	0.00299241994685708	0.896439021288103
"44"	16.9599253564632	0.00298938960815631	0.89942841089626
"45"	16.8197137965509	0.00294016599665227	0.902368576892912
"46"	16.4821308555707	0.00282332818062933	0.905191905073541
