"Standard deviation"	"Proportion of Variance"	"Cumulative Proportion"
"1"	184.265046795067	0.352874739871021	0.352874739871021
"2"	96.781276473374	0.0973458270194971	0.450220566890518
"3"	71.9160148157692	0.0537509165140524	0.503971483404571
"4"	60.2561346432907	0.0377343770749378	0.541705860479508
"5"	58.7086677988639	0.0358211148900176	0.577526975369526
"6"	52.8118577670255	0.0289866173436358	0.606513592713162
"7"	47.1642548688513	0.0231185505854712	0.629632143298633
"8"	40.0435305677009	0.016664771776413	0.646296915075046
"9"	39.6822746633775	0.0163654429688193	0.662662358043865
"10"	36.9094530438391	0.0141582594470528	0.676820617490918
"11"	32.8731999183099	0.0112310047066016	0.68805162219752
"12"	32.0509895241527	0.0106762204269111	0.698727842624431
"13"	31.2499839314631	0.0101492568667298	0.708877099491161
"14"	30.3435229329528	0.00956900211996122	0.718446101611122
"15"	28.5912693104439	0.00849574600688385	0.726941847618006
"16"	27.9780931484299	0.00813524938913168	0.735077097007137
"17"	27.5821892904897	0.00790664275677023	0.742983739763908
"18"	26.818307108031	0.00747476196363222	0.75045850172754
"19"	26.1602052019501	0.00711241255672589	0.757570914284266
"20"	25.8472568676073	0.00694326218644872	0.764514176470714
"21"	25.3576586866329	0.00668271517426518	0.77119689164498
"22"	24.8029160988105	0.00639352158599726	0.777590413230977
"23"	24.3911429906574	0.00618299580534941	0.783773409036326
"24"	23.7677335370739	0.00587097440749709	0.789644383443823
"25"	23.5277516210995	0.0057530149277091	0.795397398371532
"26"	23.2088001635477	0.00559809192508328	0.800995490296616
"27"	22.0821192097388	0.00506776126369916	0.806063251560315
"28"	21.7429295994817	0.00491327153988813	0.810976523100203
"29"	21.3065818668553	0.00471804646486201	0.815694569565065
"30"	20.8582012685397	0.00452156059196556	0.820216130157031
"31"	20.6214928273992	0.00441951742289019	0.824635647579921
"32"	20.4138875679492	0.00433097906502687	0.828966626644948
"33"	20.1588563569201	0.00422344096465344	0.833190067609601
"34"	19.759438273081	0.00405773644634911	0.83724780405595
"35"	19.4744214418876	0.00394152037514307	0.841189324431093
"36"	19.4150478390961	0.00391752320301811	0.845106847634111
"37"	19.1579384331623	0.00381445234887601	0.848921299982987
"38"	19.0104867843397	0.00375596141943014	0.852677261402418
"39"	18.9014817408083	0.00371301197254337	0.856390273374961
"40"	18.7951947008288	0.00367137127252209	0.860061644647483
"41"	18.6677587900182	0.00362175450262227	0.863683399150105
"42"	18.5130854028468	0.00356198639714314	0.867245385547248
"43"	18.2434799133877	0.00345899562824978	0.870704381175498
"44"	18.1753259331426	0.00343319967549343	0.874137580850992
"45"	18.1029858510588	0.00340592492957439	0.877543505780566
"46"	17.9650161902929	0.00335420709538035	0.880897712875946
"47"	17.9033651578771	0.00333122515045	0.884228938026396
"48"	17.8511175202698	0.00331181040035851	0.887540748426755
"49"	17.7667776475277	0.00328059018890775	0.890821338615663
"50"	17.6794800446646	0.00324843083194455	0.894069769447607
"51"	17.5173787477062	0.00318913488038452	0.897258904327992
"52"	17.4749895606618	0.00317371918671016	0.900432623514702
"53"	17.3649567927719	0.00313387782597015	0.903566501340672
"54"	17.2708672180227	0.00310000888030122	0.906666510220973
"55"	17.2098153419638	0.00307813078470694	0.90974464100568
"56"	17.168802463506	0.00306347721919454	0.912808118224875
"57"	17.0915563064362	0.00303597273930671	0.915844090964181
"58"	16.9318640717418	0.0029795055180207	0.918823596482202
"59"	16.8975450477434	0.00296743949948585	0.921791035981688
"60"	16.8467197401535	0.00294961511123765	0.924740651092926
"61"	16.7386315019153	0.00291188718101146	0.927652538273937
"62"	16.6037096985768	0.00286513381578284	0.93051767208972
"63"	16.5109832386289	0.00283322144571082	0.933350893535431
"64"	16.4092519957352	0.00279841562107204	0.936149309156503
"65"	16.3548728640114	0.00277989884013705	0.93892920799664
"66"	16.2725314440005	0.00275197754724584	0.941681185543886
"67"	16.1459061706244	0.00270931496643752	0.944390500510323
"68"	15.6463910762035	0.00254426890157463	0.946934769411898
